2025-01-16 11:37:47.035 | INFO     | utils.utils_logger:<module>:38 - Logging to file: logs/project_log.log
2025-01-16 11:37:47.036 | INFO     | __main__:main:103 - START producer.
2025-01-16 11:37:47.036 | INFO     | utils.utils_producer:get_zookeeper_address:57 - Zookeeper address: localhost:2181
2025-01-16 11:37:47.037 | INFO     | utils.utils_producer:check_zookeeper_service_is_ready:79 - Zookeeper is ready at localhost:2181.
2025-01-16 11:37:47.037 | INFO     | utils.utils_producer:get_kafka_broker_address:50 - Kafka broker address: localhost:9092
2025-01-16 11:37:47.345 | INFO     | utils.utils_producer:check_kafka_service_is_ready:98 - Kafka is ready. Brokers: {'throttle_time_ms': 0, 'brokers': [{'node_id': 1001, 'host': 'localhost', 'port': 9092, 'rack': None}], 'cluster_id': 'BWpWAkdXTdSV5_0I1PELsg', 'controller_id': 1001}
2025-01-16 11:37:47.345 | INFO     | __main__:get_kafka_topic:41 - Kafka topic: buzzline
2025-01-16 11:37:47.345 | INFO     | __main__:get_message_interval:48 - Message interval: 1 seconds
2025-01-16 11:37:47.345 | INFO     | utils.utils_producer:get_kafka_broker_address:50 - Kafka broker address: localhost:9092
2025-01-16 11:37:47.345 | INFO     | utils.utils_producer:create_kafka_producer:146 - Connecting to Kafka broker at localhost:9092...
2025-01-16 11:37:47.448 | INFO     | utils.utils_producer:create_kafka_producer:151 - Kafka producer successfully created.
2025-01-16 11:37:47.448 | INFO     | utils.utils_producer:get_kafka_broker_address:50 - Kafka broker address: localhost:9092
2025-01-16 11:37:47.755 | INFO     | utils.utils_producer:create_kafka_topic:176 - Creating 'buzzline'.
2025-01-16 11:37:47.785 | INFO     | utils.utils_producer:create_kafka_topic:181 - Topic 'buzzline' created successfully.
2025-01-16 11:37:47.785 | INFO     | __main__:main:119 - Kafka topic 'buzzline' is ready.
2025-01-16 11:37:47.786 | INFO     | __main__:main:125 - Starting message production to topic 'buzzline'...
2025-01-16 11:37:47.786 | INFO     | __main__:generate_messages:77 - Generated buzz: I love Python!
2025-01-16 11:37:47.838 | INFO     | __main__:generate_messages:79 - Sent message to topic 'buzzline': I love Python!
2025-01-16 11:37:48.838 | INFO     | __main__:generate_messages:77 - Generated buzz: Kafka is awesome.
2025-01-16 11:37:48.838 | INFO     | __main__:generate_messages:79 - Sent message to topic 'buzzline': Kafka is awesome.
2025-01-16 11:37:49.839 | INFO     | __main__:generate_messages:77 - Generated buzz: Streaming data is fun.
2025-01-16 11:37:49.839 | INFO     | __main__:generate_messages:79 - Sent message to topic 'buzzline': Streaming data is fun.
2025-01-16 11:37:50.839 | INFO     | __main__:generate_messages:77 - Generated buzz: This is a buzz message.
2025-01-16 11:37:50.839 | INFO     | __main__:generate_messages:79 - Sent message to topic 'buzzline': This is a buzz message.
2025-01-16 11:37:51.840 | INFO     | __main__:generate_messages:77 - Generated buzz: Have a great day!
2025-01-16 11:37:51.840 | INFO     | __main__:generate_messages:79 - Sent message to topic 'buzzline': Have a great day!
2025-01-16 11:37:52.840 | INFO     | __main__:generate_messages:77 - Generated buzz: I love Python!
2025-01-16 11:37:52.841 | INFO     | __main__:generate_messages:79 - Sent message to topic 'buzzline': I love Python!
2025-01-16 11:37:53.841 | INFO     | __main__:generate_messages:77 - Generated buzz: Kafka is awesome.
2025-01-16 11:37:53.841 | INFO     | __main__:generate_messages:79 - Sent message to topic 'buzzline': Kafka is awesome.
2025-01-16 11:37:54.842 | INFO     | __main__:generate_messages:77 - Generated buzz: Streaming data is fun.
2025-01-16 11:37:54.842 | INFO     | __main__:generate_messages:79 - Sent message to topic 'buzzline': Streaming data is fun.
2025-01-16 11:37:55.842 | INFO     | __main__:generate_messages:77 - Generated buzz: This is a buzz message.
2025-01-16 11:37:55.843 | INFO     | __main__:generate_messages:79 - Sent message to topic 'buzzline': This is a buzz message.
2025-01-16 11:37:56.843 | INFO     | __main__:generate_messages:77 - Generated buzz: Have a great day!
2025-01-16 11:37:56.843 | INFO     | __main__:generate_messages:79 - Sent message to topic 'buzzline': Have a great day!
2025-01-16 11:37:57.843 | INFO     | __main__:generate_messages:77 - Generated buzz: I love Python!
2025-01-16 11:37:57.844 | INFO     | __main__:generate_messages:79 - Sent message to topic 'buzzline': I love Python!
